3433,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3434,false,{},false
3435,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1}},false
3436,false,{},false
3437,false,{},false
3438,false,{},false
3439,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-2/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3440,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
3441,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3442,false,{},false
3443,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3444,false,{},false
3445,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3446,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3447,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
3448,false,{},false
3449,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
3450,false,{},false
3451,false,{},false
3452,false,{},false
3453,false,{},false
3454,false,{},false
3455,false,{},false
3456,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
3457,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3458,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
3459,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,-1/1,0/1,-1/1,-1/1}},false
3460,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3461,false,{},false
3462,false,{},false
3463,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,-1/1,0/1,0/1,-2/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3464,true,{{-1/1,-1/1,-1/1,0/1,0/1,-2/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{-1/1,-1/1,0/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3465,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3466,false,{},false
3467,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3468,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,-1/1,0/1,-1/1,-1/1}},false
3469,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3470,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1}},false
3471,true,{{0/1,-1/1,0/1,1/1,-1/1,0/1},{-1/1,0/1,-1/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,-1/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1}},false
3472,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3473,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3474,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1}},false
3475,false,{},false
3476,false,{},false
3477,false,{},false
3478,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
3479,false,{},false
3480,true,{{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3481,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3482,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3483,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3484,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3485,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3486,false,{},false
3487,false,{},false
3488,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3489,false,{},false
3490,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3491,false,{},false
3492,false,{},false
3493,false,{},false
3494,false,{},false
3495,false,{},false
3496,false,{},false
3497,false,{},false
3498,false,{},false
3499,false,{},false
3500,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
3501,false,{},false
3502,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3503,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3504,false,{},false
3505,false,{},false
3506,false,{},false
3507,false,{},false
3508,false,{},false
3509,true,{{-1/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
3510,false,{},false
3511,false,{},false
3512,false,{},false
3513,false,{},false
3514,true,{{-1/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
3515,false,{},false
3516,false,{},false
3517,false,{},false
3518,false,{},false
3519,false,{},false
3520,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3521,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3522,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3523,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3524,false,{},false
3525,false,{},false
3526,false,{},false
3527,false,{},false
3528,false,{},false
3529,false,{},false
3530,true,{{-1/1,-1/1,0/1,0/1,0/1,-2/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3531,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3532,true,{{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3533,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3534,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{-1/1,0/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{-1/1,-1/1,0/1,0/1,0/1,-1/1},{-1/1,-1/1,0/1,0/1,0/1,-2/1}},false
3535,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3536,false,{},false
3537,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3538,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3539,false,{},false
3540,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3541,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3542,false,{},false
3543,false,{},false
3544,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3545,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3546,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3547,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
3548,false,{},false
3549,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3550,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1}},false
3551,false,{},false
3552,false,{},false
3553,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3554,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1}},false
3555,false,{},false
3556,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
3557,false,{},false
3558,false,{},false
3559,false,{},false
3560,false,{},false
3561,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3562,false,{},false
3563,false,{},false
3564,true,{{1/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3565,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3566,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3567,false,{},false
3568,true,{{-1/1,0/1,0/1,0/1,0/1,-2/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3569,false,{},false
3570,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-2/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3571,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
3572,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3573,false,{},false
3574,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3575,false,{},false
3576,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3577,false,{},false
3578,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3579,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3580,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
3581,false,{},false
3582,false,{},false
3583,false,{},false
3584,false,{},false
3585,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
3586,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1}},false
3587,false,{},false
3588,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
