24,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
25,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
26,true,{{1/1,0/1,0/1,0/1},{1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
27,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1}},false
28,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,1/1},{0/1,0/1,1/1,0/1}},false
29,false,{},false
30,false,{},false
31,false,{},false
32,true,{{1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
33,true,{{1/1,0/1,2/1,0/1},{1/1,-1/1,2/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
34,true,{{1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
35,true,{{-1/1,1/1,0/1,0/1},{0/1,1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
36,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
37,true,{{1/1,0/1,1/1,0/1},{1/1,-1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
38,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
39,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
40,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
41,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
42,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
43,false,{},false
44,false,{},false
45,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
46,false,{},false
47,false,{},false
48,true,{{1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
49,true,{{1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
50,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
51,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
52,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
53,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
54,true,{{1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
55,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},true
56,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
57,false,{},false
58,false,{},false
59,false,{},false
60,false,{},false
61,true,{{1/1,0/1,2/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
62,true,{{1/1,0/1,2/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
63,true,{{1/1,1/1,2/1,0/1},{0/1,1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
64,true,{{1/1,0/1,2/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
65,false,{},false
66,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
67,true,{{1/1,0/1,2/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
68,true,{{-1/1,1/1,0/1,0/1},{0/1,1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
69,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
70,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
71,true,{{1/1,0/1,1/1,0/1},{0/1,1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
72,false,{},false
73,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,1/1,-1/1}},false
74,false,{},false
75,false,{},false
76,true,{{-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,1/1}},false
77,true,{{1/1,0/1,1/1,1/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,1/1}},false
78,true,{{1/1,0/1,0/1,1/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,1/1},{0/1,0/1,0/1,1/1}},false
79,true,{{1/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,1/1}},false
80,true,{{1/1,-1/1,0/1,0/1},{1/1,0/1,-1/1,1/1},{1/1,0/1,0/1,1/1},{1/1,0/1,0/1,0/1}},false
81,false,{},false
82,false,{},false
83,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
84,true,{{1/1,1/1,1/1,0/1},{0/1,1/1,1/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
85,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
86,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
87,true,{{1/1,1/1,1/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
88,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
89,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
90,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},false
91,false,{},false
92,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,-1/1}},false
93,true,{{1/1,1/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1}},true
94,false,{},false
95,false,{},false
96,false,{},false
97,false,{},false
98,false,{},false
99,false,{},false
100,false,{},false
101,false,{},false
102,false,{},false
103,false,{},false
104,true,{{1/1,0/1,1/1,1/1},{0/1,-1/1,0/1,0/1},{0/1,0/1,1/1,1/1},{0/1,0/1,1/1,0/1}},false
105,false,{},false
106,false,{},false
107,false,{},false
108,false,{},false
109,false,{},false
110,false,{},false
111,false,{},false
112,false,{},false
113,false,{},false
114,false,{},false
115,false,{},false
116,false,{},false
117,true,{{1/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,1/1,0/1},{0/1,0/1,0/1,1/1}},true
118,true,{{-1/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1},{0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1}},true
119,false,{},false
120,false,{},false
121,false,{},false
122,false,{},false
123,false,{},false
