404,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
405,false,{},false
406,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
407,false,{},false
408,false,{},false
409,false,{},false
410,false,{},false
411,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
412,false,{},false
413,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
414,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
415,false,{},false
416,false,{},false
417,false,{},false
418,false,{},false
419,false,{},false
420,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
421,false,{},false
422,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
423,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
424,false,{},false
425,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,-1/1,-1/1}},false
426,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
427,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
428,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
429,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-2/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
430,false,{},false
431,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
432,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
433,false,{},false
434,true,{{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{-1/1,-1/1,0/1,0/1,-1/1},{-1/1,-1/1,0/1,0/1,-2/1}},false
435,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
436,false,{},false
437,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
438,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1}},false
439,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
440,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
441,false,{},false
442,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
443,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
444,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
445,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},true
446,false,{},false
447,false,{},false
448,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
449,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
450,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
451,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
452,false,{},false
453,false,{},false
454,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
455,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
456,false,{},false
457,true,{{-1/1,0/1,0/1,0/1,-2/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
458,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
459,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
460,false,{},false
461,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
462,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
463,false,{},false
464,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
465,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
466,false,{},false
467,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
468,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
469,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
470,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
471,false,{},false
472,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
473,true,{{1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
474,false,{},false
475,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
476,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
477,false,{},false
478,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
479,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
480,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
481,false,{},false
482,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
483,false,{},false
484,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1}},false
485,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1}},false
486,false,{},false
487,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,-1/1,-1/1,-1/1,-1/1}},false
488,false,{},false
489,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1}},false
490,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
491,false,{},false
492,false,{},false
493,false,{},false
494,false,{},false
495,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
496,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1}},false
497,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1}},false
498,false,{},false
499,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
500,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1}},false
501,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1},{0/1,0/1,-2/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1}},false
502,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
503,false,{},false
504,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
505,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
506,false,{},false
507,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
508,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
509,false,{},false
510,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
511,false,{},false
512,false,{},false
513,false,{},false
514,false,{},false
515,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
516,false,{},false
517,false,{},false
518,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
519,false,{},false
520,false,{},false
521,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
522,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
523,false,{},false
524,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
525,true,{{-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
526,false,{},false
527,true,{{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,-1/1,-1/1}},false
528,false,{},false
529,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
530,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
531,false,{},false
532,false,{},false
533,false,{},false
534,false,{},false
535,true,{{-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1}},false
536,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
537,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1}},false
538,false,{},false
539,false,{},false
540,false,{},false
541,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
542,false,{},false
543,false,{},false
544,false,{},false
545,false,{},false
546,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
547,false,{},false
548,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
549,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
550,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
551,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
552,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
553,false,{},false
554,false,{},false
555,false,{},false
556,false,{},false
557,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
558,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
559,false,{},false
560,false,{},false
561,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
562,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
563,false,{},false
564,false,{},false
565,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
566,false,{},false
567,false,{},false
568,false,{},false
569,true,{{-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
570,false,{},false
571,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
572,false,{},false
573,true,{{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,-1/1}},false
574,false,{},false
575,false,{},false
576,true,{{-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
577,false,{},false
578,true,{{-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
579,false,{},false
580,false,{},false
581,false,{},false
582,true,{{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1}},false
583,false,{},false
584,true,{{0/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,-1/1},{-1/1,-1/1,-1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
585,true,{{0/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1}},false
586,false,{},false
587,false,{},false
588,false,{},false
589,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
590,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
591,false,{},false
592,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
593,false,{},false
594,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1}},false
595,false,{},false
596,false,{},false
597,false,{},false
598,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
599,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
600,false,{},false
601,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
602,false,{},false
603,false,{},false
604,false,{},false
605,false,{},false
606,false,{},false
607,true,{{-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
608,false,{},false
609,false,{},false
610,false,{},false
611,false,{},false
612,false,{},false
613,false,{},false
614,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
615,false,{},false
616,false,{},false
617,true,{{-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
618,false,{},false
619,true,{{-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
